#;nome-taxon;autoria;ano;ordem;subordem;infraordem;parvordem;superfamilia;familia;subfamilia;genero;especie;nome_vernaculo
3933;Knipolegus striaticeps;d'Orbigny & Lafresnaye;1837;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Knipolegus;striaticeps;maria-preta-acinzentada
3935;Knipolegus aterrimus;Kaup;1853;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Knipolegus;aterrimus;maria-preta-bate-rabo
3932;Knipolegus cyanirostris;Vieillot;1818;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Knipolegus;cyanirostris;maria-preta-de-bico-azulado
3924;Knipolegus poecilurus;Sclater;1862;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Knipolegus;poecilurus;maria-preta-de-cauda-ruiva
3929;Knipolegus nigerrimus;Vieillot;1818;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Knipolegus;nigerrimus;maria-preta-de-garganta-vermelha
3928;Knipolegus lophotes;Boie;1828;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Knipolegus;lophotes;maria-preta-de-penacho
3926;Knipolegus poecilocercus;Pelzeln;1868;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Knipolegus;poecilocercus;maria-preta-do-igapó
3927;Knipolegus franciscanus;Snethlage;1928;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Knipolegus;franciscanus;maria-preta-do-nordeste
3934;Knipolegus hudsoni;Sclater;1872;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Knipolegus;hudsoni;maria-preta-do-sul
3921;Knipolegus orenocensis;Berlepsch;1864;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Knipolegus;orenocensis;maria-preta-ribeirinha
3552;Hemitriccus minor;Snethlage;1907;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Hemitriccus;minor;maria-sebinha
3551;Hemitriccus cohnhafti;Zimmer, Whittaker, Sardelli, Guilherme & Aleixo;2013;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Hemitriccus;cohnhafti;maria-sebinha-do-acre
3676;Tyrannulus elatus;Latham;1790;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Tyrannulus;elatus;maria-te-viu
3593;Lophotriccus eulophotes;Todd;1925;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Lophotriccus;eulophotes;maria-topetuda
3678;Capsiempis flaveola;Lichtenstein;1823;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Capsiempis;flaveola;marianinha-amarela
1992;Pionites leucogaster;Kuhl;1820;Psittaciformes;;;;;Psittacidae;Arinae;Pionites;leucogaster;marianinha-de-cabeça-amarela
1989;Pionites melanocephalus;Linnaeus;1758;Psittaciformes;;;;;Psittacidae;Arinae;Pionites;melanocephalus;marianinha-de-cabeça-preta
4448;Setophaga pitiayumi;Vieillot;1817;Passeriformes;Passeri;;Passerida;;Parulidae;;Setophaga;pitiayumi;mariquita
4453;Setophaga petechia;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Parulidae;;Setophaga;petechia;mariquita-amarela
4447;Setophaga cerulea;Wilson;1810;Passeriformes;Passeri;;Passerida;;Parulidae;;Setophaga;cerulea;mariquita-azul
4475;Myioborus miniatus;Swainson;1827;Passeriformes;Passeri;;Passerida;;Parulidae;;Myioborus;miniatus;mariquita-cinza
4477;Myioborus castaneocapilla;Cabanis;1849;Passeriformes;Passeri;;Passerida;;Parulidae;;Myioborus;castaneocapilla;mariquita-de-cabeça-parda
4441;Geothlypis agilis;Wilson;1812;Passeriformes;Passeri;;Passerida;;Parulidae;;Geothlypis;agilis;mariquita-de-connecticut
4456;Setophaga virens;Gmelin;1789;Passeriformes;Passeri;;Passerida;;Parulidae;;Setophaga;virens;mariquita-de-garganta-preta
4455;Setophaga striata;Forster;1772;Passeriformes;Passeri;;Passerida;;Parulidae;;Setophaga;striata;mariquita-de-perna-clara
4446;Setophaga ruticilla;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Parulidae;;Setophaga;ruticilla;mariquita-de-rabo-vermelho
4439;Leiothlypis peregrina;Wilson;1811;Passeriformes;Passeri;;Passerida;;Parulidae;;Leiothlypis;peregrina;mariquita-do-tenessi
4452;Setophaga fusca;Statius Muller;1776;Passeriformes;Passeri;;Passerida;;Parulidae;;Setophaga;fusca;mariquita-papo-de-fogo
4437;Mniotilta varia;Linnaeus;1766;Passeriformes;Passeri;;Passerida;;Parulidae;;Mniotilta;varia;mariquita-riscadinha
98;Amazonetta brasiliensis;Gmelin;1789;Anseriformes;;;;;Anatidae;Anatinae;Amazonetta;brasiliensis;marreca-ananaí
78;Dendrocygna autumnalis;Linnaeus;1758;Anseriformes;;;;;Anatidae;Dendrocygninae;Dendrocygna;autumnalis;marreca-cabocla
76;Dendrocygna bicolor;Vieillot;1816;Anseriformes;;;;;Anatidae;Dendrocygninae;Dendrocygna;bicolor;marreca-caneleira
128;Nomonyx dominicus;Linnaeus;1766;Anseriformes;;;;;Anatidae;Anatinae;Nomonyx;dominicus;marreca-caucau
104;Spatula platalea;Vieillot;1816;Anseriformes;;;;;Anatidae;Anatinae;Spatula;platalea;marreca-colhereira
106;Spatula cyanoptera;Vieillot;1816;Anseriformes;;;;;Anatidae;Anatinae;Spatula;cyanoptera;marreca-colorada
102;Spatula versicolor;Vieillot;1816;Anseriformes;;;;;Anatidae;Anatinae;Spatula;versicolor;marreca-cricri
105;Spatula discors;Linnaeus;1766;Anseriformes;;;;;Anatidae;Anatinae;Spatula;discors;marreca-de-asa-azul
126;Heteronetta atricapilla;Merrem;1841;Anseriformes;;;;;Anatidae;Anatinae;Heteronetta;atricapilla;marreca-de-cabeça-preta
96;Callonetta leucophrys;Vieillot;1816;Anseriformes;;;;;Anatidae;Anatinae;Callonetta;leucophrys;marreca-de-coleira
109;Mareca sibilatrix;Poeppig;1829;Anseriformes;;;;;Anatidae;Anatinae;Mareca;sibilatrix;marreca-oveira
115;Anas georgica;Gmelin;1789;Anseriformes;;;;;Anatidae;Anatinae;Anas;georgica;marreca-parda
117;Anas flavirostris;Vieillot;1816;Anseriformes;;;;;Anatidae;Anatinae;Anas;flavirostris;marreca-pardinha
130;Oxyura vittata;Philippi;1860;Anseriformes;;;;;Anatidae;Anatinae;Oxyura;vittata;marreca-rabo-de-espinho
111;Anas bahamensis;Linnaeus;1758;Anseriformes;;;;;Anatidae;Anatinae;Anas;bahamensis;marreca-toicinho
122;Netta peposaca;Vieillot;1816;Anseriformes;;;;;Anatidae;Anatinae;Netta;peposaca;marrecão
1524;Chloroceryle inda;Linnaeus;1766;Coraciiformes;;;;;Alcedinidae;;Chloroceryle;inda;martim-pescador-da-mata
1515;Megaceryle torquata;Linnaeus;1766;Coraciiformes;;;;;Alcedinidae;;Megaceryle;torquata;martim-pescador-grande
1519;Chloroceryle aenea;Pallas;1764;Coraciiformes;;;;;Alcedinidae;;Chloroceryle;aenea;martim-pescador-miúdo
1521;Chloroceryle americana;Gmelin;1788;Coraciiformes;;;;;Alcedinidae;;Chloroceryle;americana;martim-pescador-pequeno
1518;Chloroceryle amazona;Latham;1790;Coraciiformes;;;;;Alcedinidae;;Chloroceryle;amazona;martim-pescador-verde
2360;Batara cinerea;Vieillot;1819;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Batara;cinerea;matracão
3256;Perissocephalus tricolor;Statius Muller;1776;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Cotingidae;Cephalopterinae;Perissocephalus;tricolor;maú
770;Micropygia schomburgkii;Schomburgk;1848;Gruiformes;;;;;Rallidae;;Micropygia;schomburgkii;maxalalagá
2573;Melanopareia bitorquata;d'Orbigny & Lafresnaye;1837;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Melanopareiidae;;Melanopareia;bitorquata;meia-lua-de-coleira-dupla
2574;Melanopareia torquata;Wied;1831;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Melanopareiidae;;Melanopareia;torquata;meia-lua-do-cerrado
217;Podilymbus podiceps;Linnaeus;1758;Podicipediformes;;;;;Podicipedidae;;Podilymbus;podiceps;mergulhão-caçador
223;Podiceps occipitalis;Garnot;1826;Podicipediformes;;;;;Podicipedidae;;Podiceps;occipitalis;mergulhão-de-orelha-amarela
211;Rollandia rolland;Quoy & Gaimard;1824;Podicipediformes;;;;;Podicipedidae;;Rollandia;rolland;mergulhão-de-orelha-branca
220;Podicephorus major;Boddaert;1783;Podicipediformes;;;;;Podicipedidae;;Podicephorus;major;mergulhão-grande
214;Tachybaptus dominicus;Linnaeus;1766;Podicipediformes;;;;;Podicipedidae;;Tachybaptus;dominicus;mergulhão-pequeno
827;Vanellus cayanus;Latham;1790;Charadriiformes;Charadrii;;;;Charadriidae;;Vanellus;cayanus;mexeriqueira
1336;Milvus migrans;Boddaert;1783;Accipitriformes;;;;;Accipitridae;Accipitrininae;Milvus;migrans;milhafre-preto
4536;Charitospiza eucosma;Oberholser;1905;Passeriformes;Passeri;;Passerida;;Thraupidae;Charitospizinae;Charitospiza;eucosma;mineirinho
3544;Myiornis auricularis;Vieillot;1818;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Myiornis;auricularis;miudinho
1454;Asio stygius;Wagler;1832;Strigiformes;;;;;Strigidae;;Asio;stygius;mocho-diabo
1456;Asio flammeus;Pontoppidan;1763;Strigiformes;;;;;Strigidae;;Asio;flammeus;mocho-dos-banhados
1418;Pulsatrix perspicillata;Latham;1790;Strigiformes;;;;;Strigidae;;Pulsatrix;perspicillata;murucututu
1421;Pulsatrix koeniswaldiana;Bertoni & Bertoni;1901;Strigiformes;;;;;Strigidae;;Pulsatrix;koeniswaldiana;murucututu-de-barriga-amarela
185;Pauxi tuberosa;Spix;1825;Galliformes;;;;;Cracidae;;Pauxi;tuberosa;mutum-cavalo
182;Crax blumenbachii;Spix;1825;Galliformes;;;;;Cracidae;;Crax;blumenbachii;mutum-de-bico-vermelho
177;Crax globulosa;Spix;1825;Galliformes;;;;;Cracidae;;Crax;globulosa;mutum-de-fava
178;Crax fasciolata;Spix;1825;Galliformes;;;;;Cracidae;;Crax;fasciolata;mutum-de-penacho
186;Pauxi mitu;Linnaeus;1766;Galliformes;;;;;Cracidae;;Pauxi;mitu;mutum-do-nordeste
184;Pauxi tomentosa;Spix;1825;Galliformes;;;;;Cracidae;;Pauxi;tomentosa;mutum-do-norte
174;Crax alector;Linnaeus;1766;Galliformes;;;;;Cracidae;;Crax;alector;mutum-poranga
3460;Phylloscartes paulista;Ihering & Ihering;1907;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Pipromorphinae;Phylloscartes;paulista;não-pode-parar
901;Gallinago paraguaiae;Vieillot;1816;Charadriiformes;Scolopaci;;;;Scolopacidae;Scolopacinae;Gallinago;paraguaiae;narceja
933;Nycticryphes semicollaris;Vieillot;1816;Charadriiformes;Scolopaci;;;;Rostratulidae;;Nycticryphes;semicollaris;narceja-de-bico-torto
898;Gallinago undulata;Boddaert;1783;Charadriiformes;Scolopaci;;;;Scolopacidae;Scolopacinae;Gallinago;undulata;narcejão
4523;Amaurospiza moesta;Hartlaub;1853;Passeriformes;Passeri;;Passerida;;Cardinalidae;;Amaurospiza;moesta;negrinho-do-mato
3792;Megarynchus pitangua;Linnaeus;1766;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Tyranninae;Megarynchus;pitangua;neinei
3938;Xolmis irupero;Vieillot;1823;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Xolmis;irupero;noivinha
3941;Xolmis velatus;Lichtenstein;1823;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Xolmis;velatus;noivinha-branca
3947;Nengetus rubetra;Burmeister;1860;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Nengetus;rubetra;noivinha-castanha
3946;Nengetus coronatus;Vieillot;1823;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Nengetus;coronatus;noivinha-coroada
3860;Heteroxolmis dominicanus;Vieillot;1823;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Heteroxolmis;dominicanus;noivinha-de-rabo-preto
3558;Hemitriccus diops;Temminck;1822;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Hemitriccus;diops;olho-falso
1065;Fregetta grallaria;Vieillot;1818;Procellariiformes;;;;;Oceanitidae;;Fregetta;grallaria;painho-de-barriga-branca
1067;Fregetta tropica;Gould;1844;Procellariiformes;;;;;Oceanitidae;;Fregetta;tropica;painho-de-barriga-preta
1079;Hydrobates leucorhous;Vieillot;1818;Procellariiformes;;;;;Hydrobatidae;;Hydrobates;leucorhous;painho-de-cauda-furcada
4532;Spiza americana;Gmelin;1789;Passeriformes;Passeri;;Passerida;;Cardinalidae;;Spiza;americana;papa-capim-americano
4724;Sporophila intermedia;Cabanis;1851;Passeriformes;Passeri;;Passerida;;Thraupidae;Sporophilinae;Sporophila;intermedia;papa-capim-cinza
4733;Sporophila murallae;Chapman;1915;Passeriformes;Passeri;;Passerida;;Thraupidae;Sporophilinae;Sporophila;murallae;papa-capim-de-caquetá
4772;Dolospingus fringilloides;Pelzeln;1870;Passeriformes;Passeri;;Passerida;;Thraupidae;Sporophilinae;Dolospingus;fringilloides;papa-capim-de-coleira
4743;Sporophila ardesiaca;Dubois;1894;Passeriformes;Passeri;;Passerida;;Thraupidae;Sporophilinae;Sporophila;ardesiaca;papa-capim-de-costas-cinza
4740;Sporophila luctuosa;Lafresnaye;1843;Passeriformes;Passeri;;Passerida;;Thraupidae;Sporophilinae;Sporophila;luctuosa;papa-capim-preto-e-branco
2344;Cymbilaimus lineatus;Leach;1814;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Cymbilaimus;lineatus;papa-formiga-barrado
2106;Microrhopias quixensis;Cornalia;1849;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Microrhopias;quixensis;papa-formiga-de-bando
2383;Myrmoderus squamosus;Pelzeln;1868;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmoderus;squamosus;papa-formiga-de-grota
2435;Myrmoborus leucophrys;Tschudi;1844;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Myrmoborus;leucophrys;papa-formiga-de-sobrancelha
2529;Pithys albifrons;Linnaeus;1766;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Pithys;albifrons;papa-formiga-de-topete
2404;Sclateria naevia;Gmelin;1788;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Sclateria;naevia;papa-formiga-do-igarapé
2210;Formicivora grantsaui;Gonzaga, Carvalhaes & Buzzetti;2007;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Formicivora;grantsaui;papa-formiga-do-sincorá
2196;Formicivora grisea;Boddaert;1783;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Formicivora;grisea;papa-formiga-pardo
2206;Formicivora rufa;Wied;1831;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Formicivora;rufa;papa-formiga-vermelho
344;Coccyzus melacoryphus;Vieillot;1817;Cuculiformes;;;;;Cuculidae;Cuculinae;Coccyzus;melacoryphus;papa-lagarta-acanelado
333;Micrococcyx cinereus;Vieillot;1817;Cuculiformes;;;;;Cuculidae;Cuculinae;Micrococcyx;cinereus;papa-lagarta-cinzento
345;Coccyzus americanus;Linnaeus;1758;Cuculiformes;;;;;Cuculidae;Cuculinae;Coccyzus;americanus;papa-lagarta-de-asa-vermelha
349;Coccyzus erythropthalmus;Wilson;1811;Cuculiformes;;;;;Cuculidae;Cuculinae;Coccyzus;erythropthalmus;papa-lagarta-de-bico-preto
347;Coccyzus euleri;Cabanis;1873;Cuculiformes;;;;;Cuculidae;Cuculinae;Coccyzus;euleri;papa-lagarta-de-euler
348;Coccyzus minor;Gmelin;1788;Cuculiformes;;;;;Cuculidae;Cuculinae;Coccyzus;minor;papa-lagarta-do-mangue
3704;Polystictus pectoralis;Vieillot;1817;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Polystictus;pectoralis;papa-moscas-canela
3895;Contopus cinereus;Spix;1825;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Contopus;cinereus;papa-moscas-cinzento
3889;Empidonax alnorum;Brewster;1895;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Fluvicolinae;Empidonax;alnorum;papa-moscas-de-alder
3707;Polystictus superciliaris;Wied;1831;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Polystictus;superciliaris;papa-moscas-de-costas-cinzentas
3461;Phylloscartes oustaleti;Sclater;1887;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Pipromorphinae;Phylloscartes;oustaleti;papa-moscas-de-olheiras
3702;Culicivora caudacuta;Vieillot;1818;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Culicivora;caudacuta;papa-moscas-do-campo
3609;Stigmatura napensis;Chapman;1926;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tyrannidae;Elaeniinae;Stigmatura;napensis;papa-moscas-do-sertão
3584;Hemitriccus furcatus;Lafresnaye;1846;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Rhynchocyclidae;Todirostrinae;Hemitriccus;furcatus;papa-moscas-estrela
3367;Terenotriccus erythrurus;Cabanis;1847;Passeriformes;Tyranni;Tyrannides;Tyrannida;Cotingoidea;Onychorhynchidae;;Terenotriccus;erythrurus;papa-moscas-uirapuru
3424;Tachuris rubrigastra;Vieillot;1817;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Tachurisidae;;Tachuris;rubrigastra;papa-piri
2452;Pyriglena atra;Swainson;1825;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Pyriglena;atra;papa-taoca-da-bahia
2448;Pyriglena leuconota;Spix;1824;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Pyriglena;leuconota;papa-taoca-de-belém
2451;Pyriglena pernambucensis;Zimmer;1931;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Pyriglena;pernambucensis;papa-taoca-de-pernambuco
2445;Pyriglena maura;Ménétries;1835;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Pyriglena;maura;papa-taoca-do-pantanal
2453;Pyriglena leucoptera;Vieillot;1818;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Pyriglena;leucoptera;papa-taoca-do-sul
2447;Pyriglena similis;Zimmer;1931;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Pyriglena;similis;papa-taoca-do-tapajós
1966;Amazona ochrocephala;Gmelin;1788;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;ochrocephala;papagaio-campeiro
1961;Amazona pretrei;Temminck;1830;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;pretrei;papagaio-charão
1958;Amazona festiva;Linnaeus;1758;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;festiva;papagaio-da-várzea
1964;Amazona dufresniana;Shaw;1812;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;dufresniana;papagaio-de-bochecha-azul
1943;Pyrilia aurantiocephala;Gaban-Lima, Raposo & Höfling;2002;Psittaciformes;;;;;Psittacidae;Arinae;Pyrilia;aurantiocephala;papagaio-de-cabeça-laranja
1975;Amazona brasiliensis;Linnaeus;1758;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;brasiliensis;papagaio-de-cara-roxa
1960;Amazona vinacea;Kuhl;1820;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;vinacea;papagaio-de-peito-roxo
1962;Amazona autumnalis;Linnaeus;1758;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;autumnalis;papagaio-diadema
1974;Amazona kawalli;Grantsau & Camargo;1989;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;kawalli;papagaio-dos-garbes
1956;Alipiopsitta xanthops;Spix;1824;Psittaciformes;;;;;Psittacidae;Arinae;Alipiopsitta;xanthops;papagaio-galego
1973;Amazona farinosa;Boddaert;1783;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;farinosa;papagaio-moleiro
1970;Amazona aestiva;Linnaeus;1758;Psittaciformes;;;;;Psittacidae;Arinae;Amazona;aestiva;papagaio-verdadeiro
3388;Piprites chloris;Temminck;1822;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Pipritidae;;Piprites;chloris;papinho-amarelo
2374;Biatas nigropectus;Lafresnaye;1850;Passeriformes;Tyranni;Furnariides;Thamnophilida;;Thamnophilidae;Thamnophilinae;Biatas;nigropectus;papo-branco
280;Claravis pretiosa;Ferrari-Perez;1886;Columbiformes;;;;;Columbidae;Claravinae;Claravis;pretiosa;pararu-azul
286;Paraclaravis geoffroyi;Temminck;1811;Columbiformes;;;;;Columbidae;Claravinae;Paraclaravis;geoffroyi;pararu-espelho
4233;Passer domesticus;Linnaeus;1758;Passeriformes;Passeri;;Passerida;;Passeridae;;Passer;domesticus;pardal
1109;Procellaria cinerea;Gmelin;1789;Procellariiformes;;;;;Procellariidae;;Procellaria;cinerea;pardela-cinza
1124;Puffinus lherminieri;Lesson;1839;Procellariiformes;;;;;Procellariidae;;Puffinus;lherminieri;pardela-de-asa-larga
1119;Ardenna gravis;O'Reilly;1818;Procellariiformes;;;;;Procellariidae;;Ardenna;gravis;pardela-de-barrete
1123;Puffinus boydi;Mathews;1912;Procellariiformes;;;;;Procellariidae;;Puffinus;boydi;pardela-de-cabo-verde
1117;Ardenna tenuirostris;Temminck;1836;Procellariiformes;;;;;Procellariidae;;Ardenna;tenuirostris;pardela-de-cauda-curta
1111;Procellaria conspicillata;Gould;1844;Procellariiformes;;;;;Procellariidae;;Procellaria;conspicillata;pardela-de-óculos
1118;Ardenna grisea;Gmelin;1789;Procellariiformes;;;;;Procellariidae;;Ardenna;grisea;pardela-escura
1110;Procellaria aequinoctialis;Linnaeus;1758;Procellariiformes;;;;;Procellariidae;;Procellaria;aequinoctialis;pardela-preta
1121;Puffinus puffinus;Brünnich;1764;Procellariiformes;;;;;Procellariidae;;Puffinus;puffinus;pardela-sombria
1086;Fulmarus glacialoides;Smith;1840;Procellariiformes;;;;;Procellariidae;;Fulmarus;glacialoides;pardelão-prateado
256;Geotrygon montana;Linnaeus;1758;Columbiformes;;;;;Columbidae;Columbinae;Geotrygon;montana;pariri
4407;Gnorimopsar chopi;Vieillot;1819;Passeriformes;Passeri;;Passerida;;Icteridae;Agelaiinae;Gnorimopsar;chopi;pássaro-preto
4726;Sporophila plumbea;Wied;1830;Passeriformes;Passeri;;Passerida;;Thraupidae;Sporophilinae;Sporophila;plumbea;patativa
4822;Catamenia homochroa;Sclater;1859;Passeriformes;Passeri;;Passerida;;Thraupidae;Diglossinae;Catamenia;homochroa;patativa-da-amazônia
4729;Sporophila beltoni;Repenning & Fontana;2013;Passeriformes;Passeri;;Passerida;;Thraupidae;Sporophilinae;Sporophila;beltoni;patativa-tropeira
3406;Platyrinchus mystaceus;Vieillot;1818;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Platyrinchidae;;Platyrinchus;mystaceus;patinho
3421;Platyrinchus leucoryphus;Wied;1831;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Platyrinchidae;;Platyrinchus;leucoryphus;patinho-de-asa-castanha
3416;Platyrinchus platyrhynchos;Gmelin;1788;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Platyrinchidae;;Platyrinchus;platyrhynchos;patinho-de-coroa-branca
3413;Platyrinchus coronatus;Sclater;1858;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Platyrinchidae;;Platyrinchus;coronatus;patinho-de-coroa-dourada
3403;Platyrinchus saturatus;Salvin & Godman;1882;Passeriformes;Tyranni;Tyrannides;Tyrannida;Tyrannoidea;Platyrinchidae;;Platyrinchus;saturatus;patinho-escuro
